,name,mana_cost,cmc,edhrec_rank
3494,Selfless Samurai,{1}{W},2.0,5194.0
3495,Covenant of Blood,{6}{B},7.0,19853.0
3496,Naya Charm,{R}{G}{W},3.0,1834.0
3497,Ragamuffyn,{2}{B},3.0,20861.0
3498,"Jerren, Corrupted Bishop // Ormendahl, the Corrupter",,3.0,6922.0
3499,Myojin of Roaring Blades,{5}{R}{R}{R},8.0,9551.0
3500,Boon of Emrakul,{2}{B},3.0,19719.0
3501,Simulacrum,{1}{B},2.0,13239.0
3502,Will Kenrith,{4}{U}{U},6.0,6817.0
3503,Raptor Companion,{1}{W},2.0,14036.0
3504,Consecrate // Consume,{1}{W/B} // {2}{W}{B},6.0,11410.0
3505,Gisa and Geralf,{2}{U}{B},4.0,1860.0
3506,Ancient Brass Dragon // Ancient Brass Dragon,,0.0,
3507,Mogis's Chosen,,0.0,
3508,Boros Fury-Shield,{2}{W},3.0,13509.0
3509,"Tovolar, Dire Overlord // Tovolar, Dire Overlord",,0.0,
3510,Dungeon Map,{3},3.0,4406.0
3511,Sardian Cliffstomper,{1}{R},2.0,
3512,"Isshin, Two Heavens as One // Isshin, Two Heavens as One",,0.0,
3513,Hold the Perimeter,,0.0,
3514,Wall of Caltrops,{1}{W},2.0,19747.0
3515,Jaddi Offshoot,{G},1.0,4294.0
3516,Elvish Eulogist,{G},1.0,14793.0
3517,Kor Scythemaster,{2}{W},3.0,20252.0
3518,Masked Vandal,{1}{G},2.0,1220.0
3519,Vampire Nocturnus,{1}{B}{B}{B},4.0,4846.0
3520,Library of Alexandria,,0.0,
3521,"Dalakos, Crafter of Wonders",{1}{U}{R},3.0,7017.0
3522,Wake the Reflections,{W},1.0,10024.0
3523,Mesa Lynx,{1}{W},2.0,18086.0
3524,"Dina, Soul Steeper",{B}{G},2.0,1955.0
3525,Grim Flayer,{B}{G},2.0,8604.0
3526,Find // Finality,{B/G}{B/G} // {4}{B}{G},8.0,3398.0
3527,Hammer of Purphoros,{1}{R}{R},3.0,1650.0
3528,The Crowd Goes Wild,{X}{G},1.0,12236.0
3529,Black Market,{3}{B}{B},5.0,506.0
3530,Tawnos's Wand,{4},4.0,19309.0
3531,Molten Disaster,{X}{R}{R},2.0,5112.0
3532,Goblin Lackey,{R},1.0,4391.0
3533,Gravelgill Axeshark,{4}{U/B},5.0,22451.0
3534,Shadrix Silverquill,{3}{W}{B},5.0,2512.0
3535,Volcanic Awakening,{4}{R}{R},6.0,14429.0
3536,Shadow Stinger,{2}{B},3.0,11342.0
3537,Reality Hemorrhage,{1}{R},2.0,20256.0
3538,Earthen Arms,{1}{G},2.0,14561.0
3539,Mask of Law and Grace,{W},1.0,6847.0
3540,Hurly-Burly,{1}{R},2.0,18322.0
3541,Cryptic Pursuit,{2}{U}{R},4.0,6790.0
3542,Tundra Wolves,{W},1.0,15630.0
3543,Information Booth,,0.0,23929.0
3544,Reflect Damage,{3}{R}{W},5.0,15092.0
3545,Glaring Spotlight,{1},1.0,4230.0
3546,"Syr Faren, the Hengehammer",{G}{G},2.0,9263.0
3547,Sword of the Meek,{2},2.0,4139.0
3548,Volatile Arsonist // Dire-Strain Anarchist,,5.0,7105.0
3549,Ancient Spring,,0.0,15315.0
3550,Boulderfall,{6}{R}{R},8.0,20201.0
3551,"Vrondiss, Rage of Ancients",{3}{R}{G},5.0,5847.0
3552,Storm God's Oracle,{1}{U}{R},3.0,20456.0
3553,"Kestia, the Cultivator",{1}{G}{W}{U},4.0,6048.0
3554,Defeat,{1}{B},2.0,20797.0
3555,Chain of Vapor,{U},1.0,552.0
3556,Graveyard Marshal,{B}{B},2.0,12127.0
3557,"Avacyn, Angel of Hope",{5}{W}{W}{W},8.0,644.0
3558,Joraga Invocation,{4}{G}{G},6.0,18693.0
3559,Myr,,0.0,
3560,Demonic Torment,{2}{B},3.0,21367.0
3561,Thirst for Discovery // Thirst for Discovery,,0.0,
3562,Grand Marshal Macie,{1}{W}{B},3.0,23559.0
3563,"Maja, Bretagard Protector // Maja, Bretagard Protector",,0.0,
3564,Serra's Emissary // Serra's Emissary,,0.0,
3565,Arcane Adaptation,{2}{U},3.0,1872.0
3566,Merfolk of the Pearl Trident,{U},1.0,18388.0
3567,Righteous Cause,{3}{W}{W},5.0,6746.0
3568,Watchful Naga,{2}{G},3.0,18166.0
3569,"Rem Karolus, Stalwart Slayer",{1}{R}{W},3.0,4271.0
3570,Rona's Vortex,{U},1.0,15126.0
3571,Blood Petal Celebrant,{1}{R},2.0,10325.0
3572,"Jan Jansen, Chaos Crafter // Jan Jansen, Chaos Crafter",,0.0,
3573,A-Hagra Constrictor,{1}{B},2.0,
3574,Smashing,,0.0,
3575,Radiant Solar,{5}{W},6.0,3676.0
3576,Ninth Bridge Patrol,{1}{W},2.0,11957.0
3577,Bazaar Trader,{1}{R},2.0,5561.0
3578,Rust Elemental,{4},4.0,5902.0
3579,Sea Monster,{4}{U}{U},6.0,20774.0
3580,Sky Hussar,{3}{W}{U},5.0,14567.0
3581,"Obeka, Brute Chronologist",{1}{U}{B}{R},4.0,3728.0
3582,Shape Anew,{3}{U},4.0,15643.0
3583,Burning Earth,{3}{R},4.0,4065.0
3584,Faceless Agent,{3},3.0,
3585,Visage of Bolas,{4},4.0,11338.0
3586,"Inalla, Archmage Ritualist",{2}{U}{B}{R},5.0,6205.0
3587,Martyred Rusalka,{W},1.0,13774.0
3588,Wolf,,0.0,
3589,Shimmerwing Chimera,{3}{U},4.0,9965.0
3590,Mesmeric Sliver,{3}{U},4.0,11175.0
3591,Clockwork Gnomes,{4},4.0,20562.0
3592,Durnan of the Yawning Portal,{3}{G},4.0,8538.0
3593,Forceful Denial,{3}{U}{U},5.0,5049.0
3594,Coldsteel Heart,{2},2.0,1258.0
3595,Whimwader,{4}{U},5.0,23741.0
3596,Droning Bureaucrats,{3}{W},4.0,17947.0
3597,Charging Monstrosaur,{4}{R},5.0,8866.0
3598,Scholarship Sponsor,{3}{W},4.0,5056.0
3599,Lurking Skirge,{1}{B},2.0,23256.0
3600,"Kongming, ""Sleeping Dragon""",{2}{W}{W},4.0,9447.0
3601,Woebringer Demon,{3}{B}{B},5.0,15720.0
3602,Daru Lancer,{4}{W}{W},6.0,23386.0
3603,Falcon Abomination,{2}{U},3.0,11850.0
3604,Fertilid,{2}{G},3.0,798.0
3605,Acidic Slime,{3}{G}{G},5.0,312.0
3606,Grixis Sojourners,{1}{U}{B}{R},4.0,20606.0
3607,Peer into the Abyss,{4}{B}{B}{B},7.0,812.0
3608,A-Armory Veteran,{1}{R},2.0,
3609,Runeboggle,{2}{U},3.0,19807.0
3610,Captivating Unicorn,{4}{W},5.0,12970.0
3611,Lightning Spear,{1}{R},2.0,12079.0
3612,Ankle Shanker,{2}{R}{W}{B},5.0,4871.0
3613,Summoner's Egg,{4},4.0,9497.0
3614,Woolly Thoctar,{R}{G}{W},3.0,14738.0
3615,Oracle's Vault,{4},4.0,4323.0
3616,Ox of Agonas,{3}{R}{R},5.0,5183.0
3617,Confront the Unknown,{G},1.0,8520.0
3618,Goblin Brigand,{1}{R},2.0,22214.0
3619,Blood Mist,{3}{R},4.0,5829.0
3620,Mage Hunters' Onslaught,{2}{B}{B},4.0,13571.0
3621,Mana Breach,{2}{U},3.0,5024.0
3622,"Wilson, Ardent Bear",{1}{R}{G},3.0,
3623,Sky Diamond,{2},2.0,305.0
3624,Frontier Explorer,{W},1.0,
3625,Plaguemaw Beast,{3}{G}{G},5.0,5685.0
3626,A-Cobbled Lancer,{U},1.0,
3627,Death Pulse,{2}{B}{B},4.0,19192.0
3628,Elite Archers,{5}{W},6.0,16128.0
3629,Lava Zombie,{1}{B}{R},3.0,19329.0
3630,Citadel of Pain,{2}{R},3.0,4168.0
3631,You're in Command,{1}{W},2.0,
3632,Minotaur Explorer,{1}{R},2.0,20901.0
3633,Returned Centaur,{3}{B},4.0,13661.0
3634,Curiosity,{U},1.0,952.0
3635,Vernal Equinox,{3}{G},4.0,10370.0
3636,"Yavimaya, Cradle of Growth // Yavimaya, Cradle of Growth",,0.0,
3637,Fallen Ferromancer,{3}{R},4.0,11604.0
3638,Entrapment Maneuver,{3}{W},4.0,7171.0
3639,Inquisitor's Ox,{3}{W},4.0,22607.0
3640,Stoke the Flames,{2}{R}{R},4.0,10860.0
3641,Merfolk Wizard,,0.0,
3642,Prophetic Titan,{4}{U}{R},6.0,10552.0
3643,Spark of Creativity,{R},1.0,7211.0
3644,Mounted Archers,{3}{W},4.0,21562.0
3645,Trained Pronghorn,{1}{W},2.0,21130.0
3646,Safehold Sentry,{1}{W},2.0,23087.0
3647,Bumbling Pangolin,{3}{R},4.0,
3648,Eye for an Eye,{W}{W},2.0,16697.0
3649,Vampire // Treasure,,0.0,
3650,Glitterfang,{R},1.0,12888.0
3651,"Liesa, Shroud of Dusk",{2}{W}{W}{B},5.0,2590.0
3652,"Jace, Architect of Thought",{2}{U}{U},4.0,4977.0
3653,Markov Warlord,{5}{R},6.0,19494.0
3654,Beetleform Mage,{1}{G}{U},3.0,21586.0
3655,Scion of Halaster,{1}{B},2.0,8348.0
3656,Soldevi Simulacrum,{4},4.0,23264.0
3657,Intimidator Initiate,{R},1.0,17056.0
3658,Kitsune Diviner,{W},1.0,19992.0
3659,Bureaucracy,{3}{U}{U},5.0,
3660,Lightning,,0.0,
3661,Dark Intimations,{2}{U}{B}{R},5.0,7871.0
3662,Riot Devils,{2}{R},3.0,20223.0
3663,Land Leeches,{1}{G}{G},3.0,23135.0
3664,Thermo-Alchemist,{1}{R},2.0,1525.0
3665,Zephyr Gull,{U},1.0,
3666,Crawlspace,{3},3.0,2018.0
3667,Silent Artisan,{3}{W}{W},5.0,22876.0
3668,Entangling Trap,{1}{W},2.0,23016.0
3669,Grim Monolith,{2},2.0,711.0
3670,Cabal Slaver,{2}{B},3.0,14902.0
3671,Curious Obsession,{U},1.0,5741.0
3672,Collective Brutality,{1}{B},2.0,8007.0
3673,Sylvia Brightspear,{2}{W},3.0,5232.0
3674,"Zhao Zilong, Tiger General",{3}{W}{W},5.0,20153.0
3675,Glass Asp,{1}{G}{G},3.0,17889.0
3676,Wall of Junk,{2},2.0,5073.0
3677,"Davriel, Soul Broker",{2}{B}{B},4.0,
3678,Ribbons of the Reikai,{4}{U},5.0,9612.0
3679,Judge's Familiar,{W/U},1.0,5378.0
3680,Faerie Aerie,,0.0,
3681,Defense Grid,{2},2.0,4102.0
3682,Kiora's Follower,{G}{U},2.0,1183.0
3683,Warped Devotion,{2}{B},3.0,15951.0
3684,Stonehorn Chanter,{5}{W},6.0,22936.0
3685,Phantom Steed,{3}{U},4.0,5442.0
3686,Famished Ghoul,{3}{B},4.0,23239.0
3687,Beanstalk Giant // Fertile Footsteps,{6}{G} // {2}{G},7.0,23807.0
3688,Grollub,{2}{B},3.0,21696.0
3689,Protomatter Powder,{2}{U},3.0,20144.0
3690,Jace's Sanctum,{3}{U},4.0,1204.0
3691,Wine of Blood and Iron,{3},3.0,16362.0
3692,Skalla Wolf,{3}{G}{G},5.0,12746.0
3693,Gluetius Maximus,{3}{G}{G},5.0,
3694,Investigator's Journal,{2},2.0,5721.0
3695,"Viconia, Drow Apostate",{2}{B},3.0,7907.0
3696,Taiga,,0.0,488.0
3697,The Lost and the Damned,{1}{U}{R},3.0,11744.0
3698,Echoing Boon,,0.0,
3699,Break the Ice,{B}{B},2.0,15634.0
3700,Goblin Sleigh Ride,{1}{R},2.0,
3701,Knighthood,{2}{W},3.0,12428.0
3702,Deathrite Shaman,{B/G},1.0,357.0
3703,Sanguinary Priest,{3}{B},4.0,10542.0
3704,Tomb of the Spirit Dragon,,0.0,2743.0
3705,Gurgling Anointer,{2}{B},3.0,
3706,Wielding the Green Dragon,{1}{G},2.0,22766.0
3707,Howl of the Hunt,{2}{G},3.0,9671.0
3708,Mindless Null,{2}{B},3.0,22855.0
3709,Fire-Omen Crane,{3}{R}{R},5.0,21278.0
3710,Kaya's Onslaught,{2}{W},3.0,9826.0
3711,Haruspex,{3}{G},4.0,11330.0
3712,Nantuko Disciple,{3}{G},4.0,20981.0
3713,Desert Sandstorm,{2}{R},3.0,22204.0
3714,Ley Line,{3}{G},4.0,18512.0
3715,Mephitic Ooze,{4}{B},5.0,15109.0
3716,Thieves' Auction,{4}{R}{R}{R},7.0,7279.0
3717,Void Stalker,{1}{U},2.0,16625.0
3718,Collectigull // Only the Best,{2}{W} // {1}{W},3.0,
3719,Hidden Gibbons,{G},1.0,16492.0
3720,Angel of Condemnation,{2}{W}{W},4.0,6554.0
3721,Strength in Numbers,{1}{G},2.0,12622.0
3722,You Look Upon the Tarrasque,{4}{G},5.0,10526.0
3723,Grim Harvest,{1}{B},2.0,12069.0
3724,Divine Offering,{1}{W},2.0,11352.0
3725,Jeweled Lotus,{0},0.0,113.0
3726,Wonder,{3}{U},4.0,1053.0
3727,"Zacama, Primal Calamity",{6}{R}{G}{W},9.0,2097.0
3728,A-Tanazir Quandrix,{3}{G}{U},5.0,
3729,Watcher in the Web,{4}{G},5.0,10034.0
3730,Reality Acid,{2}{U},3.0,4327.0
3731,Great Wall,{2}{W},3.0,22398.0
3732,Civil Servant,{G}{W},2.0,18119.0
3733,Llanowar Greenwidow,{2}{G},3.0,17088.0
3734,Radiant Epicure // Radiant Epicure,,0.0,
3735,Aku Djinn,{3}{B}{B},5.0,19097.0
3736,Nessian Demolok,{3}{G}{G},5.0,18256.0
3737,Doubtless One,{3}{W},4.0,13794.0
3738,Skyclave Shade,{1}{B},2.0,6180.0
3739,Ancient Tomb,,0.0,49.0
3740,Wave of Terror,{2}{B},3.0,20362.0
3741,Pelt Collector,{G},1.0,7333.0
3742,An Offer You Can't Refuse,{U},1.0,329.0
3743,Acquisition Octopus,{2}{U},3.0,7861.0
3744,Merfolk Seer,{2}{U},3.0,23519.0
3745,"Faithful Squire // Kaiso, Memory of Loyalty",{1}{W}{W},3.0,
3746,Liliana's Scorn,{3}{B}{B},5.0,15561.0
3747,Captain Lannery Storm,{2}{R},3.0,1190.0
3748,Favorable Winds,{1}{U},2.0,2139.0
3749,Ardent Militia,{4}{W},5.0,22947.0
3750,Strength from the Fallen,{1}{G},2.0,16344.0
3751,Balthor the Stout,{1}{R}{R},3.0,16237.0
3752,Coursers' Accord,{4}{G}{W},6.0,16646.0
3753,"Averna, the Chaos Bloom",{G}{U}{R},3.0,3897.0
3754,Valkyrie's Sword,{1}{W},2.0,12881.0
3755,Nine Lives,{1}{W}{W},3.0,5269.0
3756,Marble Chalice,{2}{W},3.0,17726.0
3757,Vicious Kavu,{1}{B}{R},3.0,21627.0
3758,Balduvian Barbarians,{1}{R}{R},3.0,20917.0
3759,Salt Road Ambushers,{3}{G},4.0,9233.0
3760,Phantom Warrior,{1}{U}{U},3.0,11948.0
3761,Twinblade Slasher,{G},1.0,18094.0
3762,Drownyard Amalgam,{4}{U},5.0,13381.0
3763,Vow of Torment,{2}{B},3.0,6858.0
3764,Slinking Serpent,{2}{U}{B},4.0,21397.0
3765,Gavony,,0.0,
3766,Maze Glider,{5}{U},6.0,18932.0
3767,Vernal Bloom,{3}{G},4.0,5548.0
3768,Jaded Response,{1}{U},2.0,15051.0
3769,Alabaster Dragon,{4}{W}{W},6.0,18332.0
3770,"Thassa, Deep-Dwelling",{3}{U},4.0,679.0
3771,String of Disappearances,{U},1.0,10403.0
3772,Transmogrant Altar,{3},3.0,
3773,Cybernetica Datasmith,{1}{U}{B},3.0,14575.0
3774,Evangelize,{4}{W},5.0,16016.0
3775,Plow Under,{3}{G}{G},5.0,17432.0
3776,Patriarch's Desire,{3}{B},4.0,23524.0
3777,Kaito's Pursuit,{2}{B},3.0,10519.0
3778,Mossfire Valley,,0.0,902.0
3779,"Raphael, Fiendish Savior",{3}{B}{R},5.0,6352.0
3780,Surrakar Marauder,{1}{B},2.0,22697.0
3781,Fractal,,0.0,
3782,Hoar Shade,{3}{B},4.0,20938.0
3783,Rimewind Cryomancer,{3}{U},4.0,11341.0
3784,Structural Assault,{3}{R}{R},5.0,8235.0
3785,Idyllic Grange,,0.0,3230.0
3786,Echo of Eons,{4}{U}{U},6.0,1418.0
3787,Leaping Lizard,{1}{G}{G},3.0,23075.0
3788,Acid Web Spider,{3}{G}{G},5.0,12532.0
3789,Turntimber Sower,{2}{G},3.0,5282.0
3790,Scrounger of Souls,{4}{B},5.0,19437.0
3791,Magus of the Coffers,{4}{B},5.0,2698.0
3792,Tilonalli's Skinshifter,{2}{R},3.0,13292.0
3793,"Errant, Street Artist",{U},1.0,5238.0
3794,Ghitu Amplifier // Ghitu Amplifier,,0.0,
3795,Cursed Ronin,{3}{B},4.0,16988.0
3796,Dark Ascension Checklist,,0.0,
3797,Wojek Apothecary,{2}{W}{W},4.0,23219.0
3798,Sicarian Infiltrator,,0.0,
3799,Touch of the Eternal,{5}{W}{W},7.0,21308.0
3800,Replicated Ring,,0.0,
3801,Brokers' Safeguard,{W}{U},2.0,
3802,Purity,{3}{W}{W}{W},6.0,11607.0
3803,Avatar of Me,{2}{U}{U},4.0,
3804,Grapeshot Catapult,{4},4.0,22450.0
3805,Keeper of Secrets,{5}{R},6.0,9898.0
3806,Bog Initiate,{1}{B},2.0,13359.0
3807,Singing Tree,{3}{G},4.0,19362.0
3808,Eloren Wilds,,0.0,
3809,A-Skull Skaab,{U}{B},2.0,
3810,Dinosaur,,0.0,
3811,Ethereal Investigator,{3}{U},4.0,3641.0
3812,Mogg Raider,{R},1.0,9804.0
3813,Monastery Siege,{2}{U},3.0,2636.0
3814,Hapless Researcher,{U},1.0,13568.0
3815,Blessing of Frost,{3}{G},4.0,7064.0
3816,Victimize,{2}{B},3.0,157.0
3817,Sword of Hearth and Home // Sword of Hearth and Home,,0.0,
3818,Threats Undetected,{2}{G},3.0,8543.0
3819,Wall of Tombstones,{1}{B},2.0,21920.0
3820,Scour from Existence,{7},7.0,2626.0
3821,Stonehoof Chieftain,{7}{G},8.0,4937.0
3822,Hitchclaw Recluse,{2}{G},3.0,15123.0
3823,Makeshift Munitions,{1}{R},2.0,6653.0
3824,Fling,{1}{R},2.0,1792.0
3825,Jamming Device,,0.0,
3826,"Karrthus, Tyrant of Jund",{4}{B}{R}{G},7.0,3927.0
3827,Carrionette,{1}{B},2.0,13409.0
3828,Wilt-Leaf Liege,{1}{G/W}{G/W}{G/W},4.0,7486.0
3829,Sliversmith,{2},2.0,12473.0
3830,"Zhang Liao, Hero of Hefei",{4}{B}{B},6.0,23113.0
3831,Giant Harbinger,{4}{R},5.0,9115.0
3832,Nath's Elite,{4}{G},5.0,18179.0
3833,Wild Cantor,{R/G},1.0,8117.0
3834,Horobi's Whisper,{1}{B}{B},3.0,14964.0
3835,Vendilion Clique,{1}{U}{U},3.0,5819.0
3836,Trivia Contest,,0.0,
3837,Battleground Geist,{4}{U},5.0,13271.0
3838,Chronatog Totem,{3},3.0,13369.0
3839,Auntie's Hovel,,0.0,9063.0
3840,Predatory Advantage,{3}{R}{G},5.0,15654.0
3841,Tor Giant,{3}{R},4.0,23871.0
3842,"Jaya, Fiery Negotiator",{2}{R}{R},4.0,10550.0
3843,Elspeth Resplendent,{3}{W}{W},5.0,4020.0
3844,Tribal Forcemage,{1}{G},2.0,11568.0
3845,Autumnal Gloom // Ancient of the Equinox,,3.0,16292.0
3846,Raksha Golden Cub Avatar,,0.0,
3847,Spurred Wolverine,{4}{R},5.0,22994.0
3848,Phyrexian Reaper,{4}{B},5.0,21337.0
3849,Mercenary Informer,{2}{W},3.0,18843.0
3850,Primal Empathy,{1}{G}{U},3.0,2944.0
3851,Goblin Rabblemaster,{2}{R},3.0,2913.0
3852,Pegasus,,0.0,
3853,Havoc Demon,{5}{B}{B},7.0,13304.0
3854,Marsh Boa,{G},1.0,14417.0
3855,Briar Patch,{1}{G}{G},3.0,15350.0
3856,Soulcatcher,{1}{W},2.0,9781.0
3857,Sewers of Estark,{2}{B}{B},4.0,21475.0
3858,Heroic Intervention,{1}{G},2.0,38.0
3859,Burning Sun's Avatar,{3}{R}{R}{R},6.0,4398.0
3860,Angel of Retribution,{6}{W},7.0,19682.0
3861,Phantasmagorian,{5}{B}{B},7.0,15361.0
3862,"Sigarda, Champion of Light",{1}{G}{W}{W},4.0,4735.0
3863,Life Chisel,{4},4.0,18084.0
3864,"Maeve, Insidious Singer",{2}{U}{U},4.0,18780.0
3865,Hearth Kami,{1}{R},2.0,17749.0
3866,Vampire,,0.0,
3867,Simian Brawler,{3}{G},4.0,18725.0
3868,Log Flume,,0.0,
3869,King Crab,{4}{U}{U},6.0,12695.0
3870,Minotaurs,,0.0,
3871,Plated Seastrider,{U}{U},2.0,22120.0
3872,Naga Oracle,{3}{U},4.0,19359.0
3873,Drafna's Restoration,{U},1.0,15354.0
3874,"Meria, Scholar of Antiquity",{1}{R}{G},3.0,9686.0
3875,Rending Flame,{2}{R},3.0,15574.0
3876,Loxodon Lifechanter,{5}{W},6.0,11501.0
3877,Remote Isle,,0.0,2399.0
3878,Numbing Jellyfish,{3}{U},4.0,
3879,Soul Stair Expedition,{B},1.0,13344.0
3880,Thundercloud Elemental,{5}{U}{U},7.0,22288.0
3881,Merfolk Branchwalker,{1}{G},2.0,10080.0
3882,Repay in Kind,{5}{B}{B},7.0,6208.0
3883,Flame-Wreathed Phoenix,{2}{R}{R},4.0,10985.0
3884,Watchwing Scarecrow,{4},4.0,12156.0
3885,Burning-Eye Zubera,{2}{R}{R},4.0,21979.0
3886,Grappling Hook,{4},4.0,5394.0
3887,Costume Shop,,0.0,
3888,Zombie Employee,,0.0,
3889,Consuming Tide,{2}{U}{U},4.0,3727.0
3890,Proven Combatant,{U},1.0,19056.0
3891,Taunt,{U},1.0,23155.0
3892,Mulldrifter,{4}{U},5.0,226.0
3893,Parhelion II,{6}{W}{W},8.0,1758.0
3894,Execute,{2}{B},3.0,20693.0
3895,Basilica Guards,{2}{W},3.0,11659.0
3896,Bladed Bracers,{1},1.0,13118.0
3897,Pyromantic Pilgrim,{2}{R},3.0,22321.0
3898,Pegasus Courser,{2}{W},3.0,15498.0
3899,Rimrock Knight // Boulder Rush,{1}{R} // {R},2.0,8508.0
3900,Surge of Zeal,{R},1.0,19341.0
3901,Spitting Spider,{3}{G}{G},5.0,15313.0
3902,Legion Loyalty,{6}{W}{W},8.0,4095.0
3903,Glass Golem,{5},5.0,17206.0
3904,Winged Sliver,{1}{U},2.0,4389.0
3905,Sister Repentia,{3}{W}{B},5.0,13910.0
3906,Ley Weaver,{3}{G},4.0,6575.0
3907,Savai Sabertooth,{1}{W},2.0,14998.0
3908,Wave of Reckoning,{4}{W},5.0,4649.0
3909,Kite Shield,{0},0.0,8750.0
3910,Fable of Wolf and Owl,{3}{G/U}{G/U}{G/U},6.0,9854.0
3911,Skanos Dragonheart,{4}{G},5.0,8081.0
3912,Deathbringer Thoctar,{4}{B}{R},6.0,5968.0
3913,Dismantling Wave,{2}{W},3.0,2687.0
3914,Cadaverous Knight,{2}{B},3.0,19614.0
3915,Creeping Tar Pit,,0.0,1924.0
3916,Jaya's Firenado,{4}{R},5.0,19017.0
3917,Preemptive Strike,{1}{U},2.0,21427.0
3918,Pegasus,,0.0,
3919,Captain's Hook,{3},3.0,8732.0
3920,Slip Through Space,{U},1.0,1941.0
3921,Tallowisp,{1}{W},2.0,15881.0
3922,Metamorphic Alteration,{1}{U},2.0,8680.0
3923,Reaper of Sheoldred,{4}{B},5.0,6290.0
3924,Revelation,{G},1.0,16358.0
3925,Shrink,{G},1.0,22522.0
3926,Righteous Charge,{1}{W}{W},3.0,18416.0
3927,Allure of the Unknown,{3}{B}{R},5.0,9778.0
3928,Call from the Grave,{2}{B},3.0,
3929,Reveille Squad,{2}{W}{W},4.0,12819.0
3930,Bramble Armor,{1}{G},2.0,13438.0
3931,Heart-Piercer Manticore,{2}{R}{R},4.0,10077.0
3932,Phytotitan,{4}{G}{G},6.0,5975.0
3933,Mishra's Command,{X}{R},1.0,
3934,Port Inspector,{1}{U},2.0,22627.0
3935,Nissa of Shadowed Boughs // Nissa of Shadowed Boughs,,0.0,
3936,Turn the Tide,{1}{U},2.0,22181.0
3937,Tinker,{2}{U},3.0,
3938,Myriad Landscape,,0.0,16.0
3939,Canyon Jerboa,{2}{W},3.0,9829.0
3940,Worldspine Wurm,{8}{G}{G}{G},11.0,3217.0
3941,Quash,{2}{U}{U},4.0,22925.0
3942,Esper Battlemage,{2}{U},3.0,22444.0
3943,Hit // Run,{1}{B}{R} // {3}{R}{G},8.0,17750.0
3944,Beacon Behemoth,{3}{G}{G},5.0,17443.0
3945,Sphinx of Lost Truths,{3}{U}{U},5.0,9418.0
3946,Concession Stand,,0.0,23973.0
3947,"Shinka, the Bloodsoaked Keep",,0.0,2908.0
3948,Diabolical Salvation,{2}{R}{R}{R}{R},6.0,
3949,Ratchet Bomb,{2},2.0,7351.0
3950,Akoum,,0.0,
3951,Kharasha Foothills,,0.0,
3952,Brazen Dwarf,{1}{R},2.0,7070.0
3953,Patagia Tiger,{4}{W},5.0,19537.0
3954,Sunscorched Desert,,0.0,2860.0
3955,Compelled Duel,{1}{G},2.0,14573.0
3956,Mana Matrix,{6},6.0,17704.0
3957,Memory Leak,{2}{B},3.0,14269.0
3958,Thought Sponge,{3}{U},4.0,7073.0
3959,Save Life,{W},1.0,
3960,Crowded Crypt,{2}{B},3.0,1801.0
3961,Pestilence Demon,{5}{B}{B}{B},8.0,5092.0
3962,Spark Harvest,{B},1.0,3840.0
3963,Vaultbreaker,{3}{R},4.0,16448.0
3964,Aether Rift,{1}{R}{G},3.0,17676.0
3965,Black Hole,{3}{B},4.0,15503.0
3966,Hoard Hauler,{3}{R},4.0,6164.0
3967,Myr Sire,{2},2.0,5941.0
3968,Angelic Sleuth,{2}{W},3.0,7823.0
3969,House Guildmage,{U}{B},2.0,13338.0
3970,Oboro Breezecaller,{1}{U},2.0,10197.0
3971,Bounding Wolf,{2}{G},3.0,10734.0
3972,Aven Trooper,{3}{W},4.0,22829.0
3973,Stirring Bard,{3}{R},4.0,9887.0
3974,Necra Sanctuary,{2}{B},3.0,21708.0
3975,Varchild's War-Riders,{1}{R},2.0,8600.0
3976,Death of a Thousand Stings,{4}{B},5.0,20019.0
3977,Blacklance Paragon,{1}{B},2.0,7515.0
3978,Graven Abomination,{3},3.0,16810.0
3979,Sky Weaver,{1}{U},2.0,23733.0
3980,Minion of the Wastes,{3}{B}{B}{B},6.0,15702.0
3981,Tradewind Rider Avatar,,0.0,
3982,Golden Egg,{2},2.0,4771.0
3983,Word of Undoing,{U},1.0,18679.0
3984,Ranger's Path,{3}{G},4.0,3878.0
3985,Wedding Announcement // Wedding Festivity,,3.0,4925.0
3986,Flurry of Wings,{G}{W}{U},3.0,9342.0
3987,Orcish Bloodpainter,{2}{R},3.0,20904.0
3988,Levitating Statue,{2},2.0,
3989,Bulwark,{3}{R}{R},5.0,19852.0
3990,Runeflare Trap,{4}{R}{R},6.0,12954.0
3991,Bad River,,0.0,4193.0
3992,Blizzard Brawl,{G},1.0,6131.0
3993,Spiteful Blow,{4}{B}{B},6.0,19548.0
3994,Spiraling Embers,{3}{R},4.0,14692.0
3995,Sly Spy,{2}{B},3.0,
3996,Herald of Hadar,{4}{B},5.0,13316.0
3997,Vampire Outcasts,{2}{B}{B},4.0,17014.0
3998,Sliptide Serpent,{4}{U}{U},6.0,22931.0
3999,Stinkdrinker Daredevil,{2}{R},3.0,8076.0
4000,Jakub Šlemr Decklist (1999),,0.0,
4001,Wurm,,0.0,
4002,Foul Imp,{B}{B},2.0,22047.0
4003,Air Bladder,{U},1.0,21177.0
4004,Tocasia's Welcome,{2}{W},3.0,
4005,Bloodbraid Marauder,{1}{R},2.0,11617.0
4006,Goblin Offensive,{X}{1}{R}{R},3.0,7018.0
