,name,color_identity,type_line
7685,Cartouche of Knowledge,['U'],Enchantment — Aura Cartouche
7686,Pale Recluse,"['G', 'W']",Creature — Spider
7687,Spined Basher,['B'],Creature — Zombie Beast
7688,Chorus of the Tides,['U'],Creature — Siren
7689,Neurok Commando,['U'],Creature — Human Rogue
7690,Darksteel Juggernaut,[],Artifact Creature — Juggernaut
7691,Feed the Pack,['G'],Enchantment
7692,Lesser Masticore // Lesser Masticore,[],Card // Card
7693,Scampering Scorcher,['R'],Creature — Elemental
7694,Blossoming Calm,['W'],Instant
7695,Bastion Mastodon,['W'],Artifact Creature — Elephant
7696,Rambunctious Mutt,['W'],Creature — Dog
7697,Lava Runner,['R'],Creature — Lizard
7698,Sand Silos,['U'],Land
7699,Dwindle,['U'],Enchantment — Aura
7700,Mizzium Meddler,['U'],Creature — Vedalken Wizard
7701,Archon of Sun's Grace,['W'],Creature — Archon
7702,Split the Spoils,['G'],Sorcery
7703,Witch Engine,['B'],Creature — Horror
7704,Winter Eladrin,['U'],Creature — Faerie Elf Wizard
7705,Traveler's Amulet,[],Artifact
7706,Blessed Alliance,['W'],Instant
7707,Orazca Relic,[],Artifact
7708,Gloom Surgeon,['B'],Creature — Spirit
7709,Ramirez DePietro,"['B', 'U']",Legendary Creature — Human Pirate
7710,Start // Fire,"['R', 'W']",Instant // Instant
7711,Aven Cloudchaser,['W'],Creature — Bird Soldier
7712,Darksteel Garrison,[],Artifact — Fortification
7713,Gust Walker,['W'],Creature — Human Wizard
7714,Ooze,['G'],Token Creature — Ooze
7715,Steely Resolve,['G'],Enchantment
7716,Goblin Grappler,['R'],Creature — Goblin
7717,Oneirophage,['U'],Creature — Squid Illusion
7718,Nyxborn Seaguard,['U'],Enchantment Creature — Merfolk Soldier
7719,"Tawnos, the Toymaker","['G', 'U']",Legendary Creature — Human Artificer
7720,Angel of Finality,['W'],Creature — Angel
7721,Seeds of Renewal,['G'],Sorcery
7722,Very Cryptic Command,['U'],Instant
7723,"Seton, Krosan Protector",['G'],Legendary Creature — Centaur Druid
7724,Staff of Nin,[],Artifact
7725,Tuktuk Rubblefort,['R'],Creature — Wall
7726,Ancient Copper Dragon,['R'],Creature — Elder Dragon
7727,Tamiyo's Epiphany,['U'],Sorcery
7728,Viridian Harvest,['G'],Enchantment — Aura
7729,Mizzium Mortars,['R'],Sorcery
7730,Manuel Bevand Bio,[],Card
7731,Radiant Essence,"['G', 'W']",Creature — Spirit
7732,Hythonia the Cruel,['B'],Legendary Creature — Gorgon
7733,Arcbound Javelineer,['W'],Artifact Creature — Soldier
7734,Gods Willing,['W'],Instant
7735,"Giada, Font of Hope",['W'],Legendary Creature — Angel
7736,Runic Armasaur,['G'],Creature — Dinosaur
7737,"Ultra Magnus, Tactician // Ultra Magnus, Armored Carrier","['G', 'R', 'W']",Legendary Artifact Creature — Robot // Legendary Artifact — Vehicle
7738,Marit Lage,['B'],Token Legendary Creature — Avatar
7739,Moldgraf Millipede,['G'],Creature — Insect Horror
7740,Torpid Moloch,['R'],Creature — Lizard
7741,Swarm Shambler // Swarm Shambler,[],Card // Card
7742,Swaggering Corsair,['R'],Creature — Human Pirate
7743,Rorix Bladewing,['R'],Legendary Creature — Dragon
7744,Rampage of the Valkyries,"['B', 'W']",Enchantment
7745,"Jodah, the Unifier","['B', 'G', 'R', 'U', 'W']",Legendary Creature — Human Wizard
7746,"Kolvori, God of Kinship // The Ringhart Crest",['G'],Legendary Creature — God // Legendary Artifact
7747,Guard Dogs,['W'],Creature — Dog
7748,Mistmeadow Skulk,['W'],Creature — Kithkin Rogue
7749,Titan of Eternal Fire,['R'],Creature — Giant
7750,Smuggler's Copter,[],Artifact — Vehicle
7751,Cloud Djinn,['U'],Creature — Djinn
7752,Death Charmer,['B'],Creature — Worm Mercenary
7753,Spotted Griffin,['W'],Creature — Griffin
7754,Cumber Stone,['U'],Artifact
7755,Gift of the Woods,['G'],Enchantment — Aura
7756,Mystic Reflection,['U'],Instant
7757,Kashi-Tribe Warriors,['G'],Creature — Snake Warrior
7758,Figure of Destiny Avatar,[],Vanguard
7759,Waning Wurm,['B'],Creature — Zombie Wurm
7760,Riverglide Pathway // Lavaglide Pathway,"['R', 'U']",Land // Land
7761,Tectonic Edge,[],Land
7762,Steady-Handed Mook,['B'],Creature — Human Rigger
7763,Utopia Mycon,['G'],Creature — Fungus
7764,Leyline of Sanctity,['W'],Enchantment
7765,Heed the Mists,['U'],Sorcery — Arcane
7766,Pooling Venom,['B'],Enchantment — Aura
7767,Rag Dealer,['B'],Creature — Human Rogue
7768,"Katilda, Dawnhart Martyr // Katilda's Rising Dawn",['W'],Legendary Creature — Spirit Warlock // Legendary Enchantment — Aura
7769,Temple Thief,['B'],Creature — Human Rogue
7770,Savage Conception,['G'],Sorcery
7771,The Elder Dragon War,['R'],Enchantment — Saga
7772,"Brimaz, King of Oreskos",['W'],Legendary Creature — Cat Soldier
7773,Flowstone Kavu,['R'],Creature — Kavu
7774,"Shauku, Endbringer",['B'],Legendary Creature — Vampire
7775,Maze's End,[],Land
7776,Necromantic Thirst,['B'],Enchantment — Aura
7777,Browse,['U'],Enchantment
7778,Weaver of Harmony,['G'],Enchantment Creature — Snake Druid
7779,Smelt-Ward Ignus,['R'],Creature — Elemental
7780,Grasp of Darkness,['B'],Instant
7781,Inspirational Antelope,['G'],Creature — Antelope
7782,Unstable Frontier,[],Land
7783,Abyssal Gatekeeper,['B'],Creature — Horror
7784,Declaration in Stone,['W'],Sorcery
7785,Fallen Askari,['B'],Creature — Human Knight
7786,Avenging Huntbonder,['W'],Creature — Human Warrior
7787,Hornet Cobra,['G'],Creature — Snake
7788,Kindred Discovery // Kindred Discovery,[],Card // Card
7789,Centaur Peacemaker,"['G', 'W']",Creature — Centaur Cleric
7790,Jade Leech,['G'],Creature — Leech
7791,Farseek,['G'],Sorcery
7792,Starnheim Unleashed,['W'],Sorcery
7793,Yavimaya Enchantress,['G'],Creature — Human Druid
7794,Press for Answers,['U'],Sorcery
7795,Celestine Cave Witch,['B'],Creature — Human Warlock
7796,Air Servant,['U'],Creature — Elemental
7797,Knight Watch,['W'],Sorcery
7798,Rebuild,['U'],Instant
7799,"Whisper, Blood Liturgist",['B'],Legendary Creature — Human Cleric
7800,Haunter of Nightveil,"['B', 'U']",Creature — Spirit
7801,Garenbrig Carver // Shield's Might,['G'],Creature — Human Warrior // Instant — Adventure
7802,Myr Prototype,[],Artifact Creature — Myr
7803,Clue,[],Token Artifact — Clue
7804,Skemfar Shadowsage,['B'],Creature — Elf Cleric
7805,Skatewing Spy,['U'],Creature — Vedalken Rogue Mutant
7806,Shield-Wall Sentinel,[],Artifact Creature — Golem
7807,Exotic Pets,"['U', 'W']",Instant
7808,Basri Ket,['W'],Legendary Planeswalker — Basri
7809,Rift,[],Legendary Land
7810,Fleshwrither,['B'],Creature — Horror
7811,Skaab Goliath,['U'],Creature — Zombie Giant
7812,"Kambal, Consul of Allocation","['B', 'W']",Legendary Creature — Human Advisor
7813,Tiefling Outcasts,['R'],Creature — Tiefling Peasant
7814,Saberclaw Golem,['R'],Artifact Creature — Golem
7815,Unexpected Windfall,['R'],Instant
7816,Dapper Shieldmate // Dapper Shieldmate,[],Card // Card
7817,Kaleidostone,"['B', 'G', 'R', 'U', 'W']",Artifact
7818,Swashbuckling,['R'],Enchantment — Aura
7819,Bane Alley Broker,"['B', 'U']",Creature — Human Rogue
7820,Kami of False Hope,['W'],Creature — Spirit
7821,Merfolk,['U'],Token Creature — Merfolk
7822,Winds of Abandon,['W'],Sorcery
7823,Vine Mare,['G'],Creature — Elemental Horse
7824,"Kemba, Kha Regent",['W'],Legendary Creature — Cat Cleric
7825,Stuffy Doll,[],Artifact Creature — Construct
7826,Primordial Sage,['G'],Creature — Spirit
7827,Crystalline Giant,[],Artifact Creature — Giant
7828,Leyline of Combustion,['R'],Enchantment
7829,Ardent Plea,"['U', 'W']",Enchantment
7830,You See a Guard Approach,['U'],Instant
7831,Squidnapper,['U'],Creature — Squid Pirate
7832,Elvish Hunter,['G'],Creature — Elf Archer
7833,Hydradoodle,['G'],Creature — Hydra Dog
7834,Haazda Shield Mate,['W'],Creature — Human Soldier
7835,Wall of Lost Thoughts,['U'],Creature — Wall
7836,Coerced Confession,"['B', 'U']",Sorcery
7837,Sentinel Tower,[],Artifact
7838,Keeper of the Accord,['W'],Creature — Human Soldier
7839,Thopter Spy Network,['U'],Enchantment
7840,Rune Snag,['U'],Instant
7841,A-Rockslide Sorcerer,['R'],Creature — Human Wizard
7842,Crooked Scales,[],Artifact
7843,Vampire Sovereign,['B'],Creature — Vampire Noble
7844,Stampede,['G'],Instant
7845,Shivan Phoenix,['R'],Creature — Phoenix
7846,Mist Leopard,['G'],Creature — Cat
7847,Serra's Blessing,['W'],Enchantment
7848,Glacial Stalker,['U'],Creature — Elemental
7849,War Cadence,['R'],Enchantment
7850,Barbarian Outcast,['R'],Creature — Human Barbarian Beast
7851,Panglacial Wurm,['G'],Creature — Wurm
7852,Tezzeret the Schemer,"['B', 'U']",Legendary Planeswalker — Tezzeret
7853,Release to the Wind,['U'],Instant
7854,"Kamiz, Obscura Oculus","['B', 'U', 'W']",Legendary Creature — Cephalid Rogue
7855,Lizard,['R'],Token Creature — Lizard
7856,Selfless Savior,['W'],Creature — Dog
7857,Defile,['B'],Instant
7858,Razortide Bridge // Razortide Bridge,[],Card // Card
7859,Empty the Catacombs,['B'],Sorcery
7860,Wolfkin Bond,['G'],Enchantment — Aura
7861,Kukemssa Serpent,['U'],Creature — Serpent
7862,Tales of the Ancestors,['U'],Sorcery
7863,Spawning Bed,[],Land
7864,Silent Specter,['B'],Creature — Specter
7865,Explosive Revelation,['R'],Sorcery
7866,Battlewing Mystic,"['R', 'U']",Creature — Bird Wizard
7867,Riptide Shapeshifter,['U'],Creature — Shapeshifter
7868,Satyr Grovedancer,['G'],Creature — Satyr Shaman
7869,Cleaver Riot,['R'],Sorcery
7870,"Lulu, Helpful Hollyphant",['W'],Legendary Creature — Elephant Angel
7871,Cenn's Enlistment,['W'],Sorcery
7872,Bombardment,['R'],Sorcery
7873,Peema Aether-Seer,['G'],Creature — Elf Druid
7874,Doom Whisperer,['B'],Creature — Nightmare Demon
7875,Otherworldly Journey,['W'],Instant — Arcane
7876,Make Your Mark // Make Your Mark,[],Card // Card
7877,Goblin Game,['R'],Sorcery
7878,Scourge of the Nobilis,"['R', 'W']",Enchantment — Aura
7879,Lotus Cobra // Lotus Cobra,[],Card // Card
7880,Oppressive Rays,['W'],Enchantment — Aura
7881,Cavern Thoctar,"['G', 'R']",Creature — Beast
7882,Harrier Naga,['G'],Creature — Naga Warrior
7883,Death Speakers,['W'],Creature — Human Cleric
7884,Bloodletter,['B'],Creature — Zombie
7885,Predator's Gambit,['B'],Enchantment — Aura
7886,Barktooth Warbeard,"['B', 'R']",Legendary Creature — Human Warrior
7887,Display of Dominance,['G'],Instant
7888,Silvanus's Invoker,['G'],Creature — Dragon Druid
7889,Filigree Angel,"['U', 'W']",Artifact Creature — Angel
7890,Inspiring Captain,['W'],Creature — Human Knight
7891,Lightning Talons,['R'],Enchantment — Aura
7892,Keldon Battlewagon,[],Artifact Creature — Juggernaut
7893,Selesnya Evangel,"['G', 'W']",Creature — Elf Shaman
7894,Chitterspitter,['G'],Artifact
7895,Inquisitorial Rosette,[],Artifact — Equipment
7896,Seraph of the Scales,"['B', 'W']",Creature — Angel
7897,Tectonic Break,['R'],Sorcery
7898,Vanquish the Weak,['B'],Instant
7899,Lost Hours,['B'],Sorcery
7900,Broken Ambitions,['U'],Instant
7901,Twisted Image,['U'],Instant
7902,Charnelhoard Wurm,"['B', 'G', 'R']",Creature — Wurm
7903,Gallowbraid,['B'],Legendary Creature — Phyrexian Horror
7904,Vampire,['B'],Token Creature — Vampire
7905,"Basandra, Battle Seraph","['R', 'W']",Legendary Creature — Angel
7906,Imperial Oath,['W'],Sorcery
7907,Whipcorder,['W'],Creature — Human Soldier Rebel
7908,Spin into Myth,['U'],Instant
7909,"Jace, Memory Adept",['U'],Legendary Planeswalker — Jace
7910,Vanguard of Brimaz,['W'],Creature — Cat Soldier
7911,Lightning Cloud,['R'],Enchantment
7912,Warbriar Blessing,['G'],Enchantment — Aura
7913,Electrodominance,['R'],Instant
7914,Scared Stiff,['B'],Creature — Zombie Coward Guest
7915,Dwarven Hold,['R'],Land
7916,"Blanka, Ferocious Friend","['G', 'R']",Legendary Creature — Human Beast Warrior
7917,Deepwood Denizen,['G'],Creature — Elf Warrior
7918,Vile Aggregate,['R'],Creature — Eldrazi Drone
7919,Xira Arien,"['B', 'G', 'R']",Legendary Creature — Insect Wizard
7920,Topplegeist,['W'],Creature — Spirit
7921,Nyxborn Colossus,['G'],Enchantment Creature — Giant
7922,Ajani's Welcome,['W'],Enchantment
7923,Swarm Intelligence,['U'],Enchantment
7924,Global Ruin,['W'],Sorcery
7925,Ferocious Tigorilla,['R'],Creature — Cat Ape
7926,"Radiant, Serra Archangel",['W'],Legendary Creature — Angel
7927,Depopulate,['W'],Sorcery
7928,Erratic Portal,[],Artifact
7929,Ringwarden Owl,['U'],Creature — Bird
7930,"Sea Gate Restoration // Sea Gate, Reborn",['U'],Sorcery // Land
7931,Herbal Poultice,[],Artifact
7932,"Gluntch, the Bestower // Gluntch, the Bestower",[],Card // Card
7933,Teetering Peaks,['R'],Land
7934,Madcap Skills,['R'],Enchantment — Aura
7935,Ulcerate,['B'],Instant
7936,Crush the Weak,['R'],Sorcery
7937,Faultgrinder,['R'],Creature — Elemental
7938,Filthy Cur,['B'],Creature — Dog
7939,Wirewood Elf,['G'],Creature — Elf Druid
7940,"Ishai, Ojutai Dragonspeaker","['U', 'W']",Legendary Creature — Bird Monk
7941,Phyrexian Furnace,[],Artifact
7942,Sunscape Apprentice,"['G', 'U', 'W']",Creature — Human Wizard
7943,"Evelyn, the Covetous","['B', 'R', 'U']",Legendary Creature — Vampire Rogue
7944,Goblin Brawler,['R'],Creature — Goblin Warrior
7945,Stick Together,['W'],Sorcery
7946,Thopter Engineer,['R'],Creature — Human Artificer
7947,Juggernaut,[],Artifact Creature — Juggernaut
7948,Alloy Animist,['G'],Creature — Human Druid
7949,Vortex Elemental,['U'],Creature — Elemental
7950,Eladamri's Call,"['G', 'W']",Instant
7951,Lurking Informant,"['B', 'U']",Creature — Human Rogue
7952,Circle of Despair,"['B', 'W']",Enchantment
7953,"Tibalt, Cosmic Impostor Emblem",[],Emblem
7954,Reef Shaman,['U'],Creature — Merfolk Shaman
7955,Seaside Haven,"['U', 'W']",Land
7956,Rivals' Duel,['R'],Sorcery
7957,Battering Sliver,['R'],Creature — Sliver
7958,Ampryn Tactician,['W'],Creature — Human Soldier
7959,Start // Finish,"['B', 'W']",Instant // Sorcery
7960,Hoard Robber // Hoard Robber,[],Card // Card
7961,Font of Fortunes,['U'],Enchantment
7962,Tezzeret the Seeker,['U'],Legendary Planeswalker — Tezzeret
7963,Pheres-Band Centaurs,['G'],Creature — Centaur Warrior
7964,Plated Slagwurm,['G'],Creature — Wurm
7965,Lurker,['G'],Creature — Beast
7966,Ghost Lantern // Bind Spirit,['B'],Artifact — Equipment // Instant — Adventure
7967,Mind Swords,['B'],Sorcery
7968,Flame-Kin Zealot,"['R', 'W']",Creature — Elemental Berserker
7969,Grimdancer,['B'],Creature — Nightmare
7970,Rashida Scalebane,['W'],Legendary Creature — Human Soldier
7971,Glen Elendra Pranksters,['U'],Creature — Faerie Wizard
7972,Enter the Unknown,['G'],Sorcery
7973,Aether Spellbomb,['U'],Artifact
7974,Mythos of Snapdax,"['B', 'R', 'W']",Sorcery
7975,A-Midnight Assassin,['B'],Creature — Vampire Assassin
7976,Marker Beetles,['G'],Creature — Insect
7977,Prized Elephant,"['G', 'W']",Creature — Elephant
7978,Ram Through,['G'],Instant
7979,Fleshbag Marauder,['B'],Creature — Zombie Warrior
7980,Cyclone Sire,['U'],Creature — Elemental
7981,Pie-Eating Contest,['G'],Sorcery
7982,Tangled Islet,"['G', 'U']",Land — Forest Island
7983,Expunge,['B'],Instant
7984,Helbrute,"['B', 'R']",Artifact Creature — Astartes Dreadnought
7985,Underground Sea,"['B', 'U']",Land — Island Swamp
7986,Death Spark,['R'],Instant
7987,"Ambergris, Agent of Tyranny","['B', 'R']",Legendary Creature — Dwarf Cleric
7988,Atarka Pummeler,['R'],Creature — Ogre Warrior
7989,Aeo Paquette Decklist,[],Card
7990,Dissipate,['U'],Instant
7991,Suture Spirit,"['B', 'W']",Creature — Spirit
7992,Altar of Shadows,['B'],Artifact
7993,Marsh Lurker,['B'],Creature — Beast
7994,Tomb Hex,['B'],Instant
7995,Channel Harm,['W'],Instant
7996,Seer's Lantern,[],Artifact
7997,Training Drone,[],Artifact Creature — Drone
7998,Winterthorn Blessing,"['G', 'U']",Sorcery
7999,Akki Ronin,['R'],Creature — Goblin Samurai
8000,Sphinx of Uthuun,['U'],Creature — Sphinx
8001,Thunder of Hooves,['R'],Sorcery
8002,Swarmyard,[],Land
8003,Walking Ballista,[],Artifact Creature — Construct
8004,Protection Racket,['B'],Enchantment
8005,Arcane Subtraction,['U'],Instant
8006,Forbidden Ritual,['B'],Sorcery
8007,Valorous Steed,['W'],Creature — Unicorn
8008,"Danitha Capashen, Paragon",['W'],Legendary Creature — Human Knight
8009,Flensermite,['B'],Creature — Phyrexian Gremlin
8010,Slithermuse,['U'],Creature — Elemental
8011,Aspect of Gorgon,['B'],Enchantment — Aura
8012,Wu Spy,['U'],Creature — Human Soldier Rogue
8013,Slitherhead,"['B', 'G']",Creature — Plant Zombie
8014,Psychotic Haze,['B'],Instant
8015,Untamed Might,['G'],Instant
8016,Pyxis of Pandemonium,[],Artifact
8017,Renegade's Getaway,['B'],Instant
8018,Shivan Wumpus,['R'],Creature — Beast
8019,Serra Angel,['W'],Creature — Angel
8020,Hellion,['R'],Token Creature — Hellion
8021,Fallen Ideal,['B'],Enchantment — Aura
8022,Centaur Battlemaster,['G'],Creature — Centaur Warrior
8023,Frenetic Raptor,['R'],Creature — Dinosaur Beast
8024,Pattern of Rebirth,['G'],Enchantment — Aura
8025,Argivian Archaeologist,['W'],Creature — Human Artificer
8026,"Multani, Yavimaya's Avatar",['G'],Legendary Creature — Elemental Avatar
8027,Rite of Passage,['G'],Enchantment
8028,Heckling Fiends,['R'],Creature — Devil
8029,Peerless Samurai // Peerless Samurai,[],Card // Card
8030,Battle Hymn,['R'],Instant
8031,Cathedral of Serra,[],Land
8032,Nexos,['G'],Creature — Human Tyranid Advisor
8033,Ranger's Longbow,['G'],Artifact — Equipment
8034,Sphinx-Bone Wand,[],Artifact
8035,Valiant Endeavor,['W'],Sorcery
8036,Marut,[],Artifact Creature — Construct
8037,Avenger of Zendikar,['G'],Creature — Elemental
8038,Torment of Scarabs,['B'],Enchantment — Aura Curse
8039,Cloudseeder,['U'],Creature — Faerie Spellshaper
8040,Honor Guard,['W'],Creature — Human Soldier
8041,Tempt with Discovery,['G'],Sorcery
8042,Silver Wyvern,['U'],Creature — Drake
8043,Insidious Dreams,['B'],Instant
8044,Thought Erasure,"['B', 'U']",Sorcery
8045,Krovikan Whispers,"['B', 'U']",Enchantment — Aura
8046,Component Pouch,[],Artifact
8047,Swamp Mosquito,['B'],Creature — Insect
8048,Imposing Sovereign,['W'],Creature — Human Noble
8049,Ravenous Giant // Ravenous Giant,[],Card // Card
8050,Consumptive Goo,['B'],Creature — Ooze
8051,Skophos Reaver,['R'],Creature — Minotaur Warrior
8052,So Shiny,['U'],Enchantment — Aura
8053,Goblin Marshal,['R'],Creature — Goblin Warrior
8054,Die Young,['B'],Sorcery
8055,Arcanist's Owl,"['U', 'W']",Artifact Creature — Bird
8056,Arcbound Hybrid,[],Artifact Creature — Beast
8057,Warrior,['W'],Token Creature — Warrior
8058,"Gilanra, Caller of Wirewood",['G'],Legendary Creature — Elf Druid
8059,"Taborax, Hope's Demise // Taborax, Hope's Demise",[],Card // Card
8060,Prowling Serpopard,['G'],Creature — Cat Snake
8061,"Magosi, the Waterveil",['U'],Land
8062,Eel Umbra,['U'],Enchantment — Aura
8063,Oxidda Daredevil,['R'],Creature — Goblin Artificer
8064,Jagged Poppet,"['B', 'R']",Creature — Ogre Warrior
8065,Honored Heirloom,[],Artifact
8066,Dune Diviner,['G'],Creature — Naga Cleric
8067,Essence Drain,['B'],Sorcery
8068,Pathrazer of Ulamog,[],Creature — Eldrazi
8069,Staying Power,['W'],Enchantment
8070,Yawgmoth Merfolk Soul,[],Stickers
8071,Painwracker Oni,['B'],Creature — Demon Spirit
8072,Mawcor,['U'],Creature — Beast
8073,Ikiral Outrider,['W'],Creature — Human Soldier
8074,Blazing Specter,"['B', 'R']",Creature — Specter
8075,Dreadhorde Arcanist,['R'],Creature — Zombie Wizard
8076,Lithatog,"['G', 'R']",Creature — Atog
8077,Brittle Blast,['R'],Instant
